Points,Data
5.194299,-0.914701983
5.222076,-0.913604818
5.249853,-0.912348166
5.27763,-0.911080433
5.305407,-0.909987602
5.333184,-0.909256006
5.360961,-0.909025047
5.388738,-0.909104454
5.416515,-0.909162652
5.444292,-0.908867527
5.472069,-0.907955353
5.499846,-0.906539425
5.527623,-0.904862258
5.5554,-0.903166483
5.583177,-0.90166573
5.610954,-0.90044732
5.638731,-0.899564196
5.666508,-0.899069292
5.694285,-0.898935013
5.722062,-0.898856011
5.749839,-0.898467094
5.777616,-0.897403379
5.805393,-0.895512183
5.83317,-0.893223037
5.860947,-0.891064447
5.888724,-0.889563561
5.916501,-0.888978873
5.944278,-0.888978228
5.972055,-0.889150896
5.999832,-0.889088581
6.027609,-0.888599897
6.055386,-0.887878298
6.083163,-0.887156762
6.11094,-0.886664599
6.138717,-0.886449383
6.166494,-0.886296997
6.194271,-0.885972997
6.222048,-0.885253031
6.249825,-0.884227995
6.277602,-0.883358578
6.305379,-0.883126562
6.333156,-0.883986672
6.360933,-0.885817808
6.38871,-0.887947675
6.416487,-0.889681859
6.444264,-0.8903617
6.472041,-0.889875077
6.499818,-0.888536573
6.527595,-0.886672097
6.555372,-0.884614797
6.583149,-0.882780198
6.610926,-0.88163615
6.638703,-0.881651339
6.66648,-0.883180635
6.694257,-0.885589567
6.722034,-0.887734803
6.749811,-0.888468819
6.777588,-0.886869681
6.805365,-0.883539306
6.833142,-0.879710275
6.860919,-0.876617182
6.888696,-0.875252468
6.916473,-0.875323119
6.94425,-0.876111214
6.972027,-0.876898562
6.999804,-0.877120806
7.027581,-0.876859141
7.055358,-0.876364081
7.083135,-0.87588612
7.110912,-0.875588962
7.138689,-0.875347753
7.166466,-0.874977746
7.194243,-0.874294306
7.22202,-0.87317087
7.249797,-0.871634632
7.277574,-0.869737939
7.305351,-0.867533295
7.333128,-0.86510011
7.360905,-0.862574937
7.388682,-0.860101632
7.416459,-0.857822458
7.444236,-0.855751893
7.472013,-0.853685165
7.49979,-0.851395929
7.527567,-0.84866267
7.555344,-0.845484909
7.583121,-0.842170176
7.610898,-0.839048829
7.638675,-0.836445715
7.666452,-0.83452437
7.694229,-0.833265135
7.722006,-0.832638438
7.749783,-0.832607844
7.77756,-0.832998664
7.805337,-0.833508084
7.833114,-0.833828449
7.860891,-0.833669512
7.888668,-0.832994364
7.916445,-0.83195755
7.944222,-0.830718336
7.971999,-0.829426314
7.999776,-0.82812572
8.027553,-0.826796054
8.05533,-0.825415874
8.083107,-0.823972456
8.110884,-0.822525801
8.138661,-0.821172063
8.166438,-0.820007657
8.194215,-0.819098112
8.221992,-0.818308275
8.249769,-0.81742281
8.277546,-0.816226172
8.305323,-0.814565548
8.3331,-0.812608847
8.360877,-0.810626198
8.388654,-0.808887775
8.416431,-0.807586879
8.444208,-0.80660596
8.471985,-0.805748915
8.499762,-0.804819658
8.527539,-0.803691992
8.555316,-0.802463694
8.583093,-0.801277321
8.61087,-0.800275243
8.638647,-0.799519409
8.666424,-0.798866279
8.694201,-0.798139969
8.721978,-0.797165181
8.749755,-0.795854466
8.777532,-0.794300654
8.805309,-0.792618699
8.833086,-0.790923219
8.860863,-0.789304204
8.88864,-0.78781078
8.916417,-0.78648822
8.944194,-0.785380159
8.971971,-0.784460765
8.999748,-0.783610523
9.027525,-0.782703297
9.055302,-0.781616146
9.083079,-0.780313928
9.110856,-0.778858031
9.138633,-0.777314795
9.16641,-0.775745682
9.194187,-0.774119135
9.221964,-0.772320133
9.249741,-0.770230695
9.277518,-0.767746004
9.305295,-0.764943861
9.333072,-0.762035644
9.360849,-0.759235783
9.388626,-0.756753154
9.416403,-0.754738716
9.44418,-0.753309012
9.471957,-0.752580128
9.499734,-0.752600949
9.527511,-0.752882052
9.555288,-0.752675425
9.583065,-0.751231415
9.610842,-0.748059102
9.638619,-0.744284892
9.666396,-0.741658895
9.694173,-0.74193254
9.72195,-0.746309943
9.749727,-0.753300043
9.777504,-0.760583582
9.805281,-0.76584108
9.833058,-0.767336204
9.860835,-0.765604662
9.888612,-0.76173543
9.916389,-0.756817411
9.944166,-0.751801198
9.971943,-0.747209983
9.99972,-0.74348466
10.027497,-0.741065392
10.055274,-0.740136999
10.083051,-0.740254526
10.110828,-0.740877646
10.138605,-0.741467584
10.166382,-0.741688566
10.194159,-0.741607408
10.221936,-0.741338364
10.249713,-0.740995115
10.27749,-0.740653259
10.305267,-0.740327276
10.333044,-0.740026133
10.360821,-0.739758219
10.388598,-0.739509177
10.416375,-0.739234952
10.444152,-0.738889493
10.471929,-0.738427787
10.499706,-0.737831616
10.527483,-0.737111291
10.55526,-0.736278508
10.583037,-0.735347137
10.610814,-0.734370364
10.638591,-0.733435528
10.666368,-0.732631107
10.694145,-0.73203774
10.721922,-0.731632389
10.749699,-0.731318623
10.777476,-0.73099846
10.805253,-0.730581593
10.83303,-0.730054334
10.860807,-0.72944704
10.888584,-0.728790588
10.916361,-0.72812337
10.944138,-0.727541559
10.971915,-0.727168149
10.999692,-0.727126281
11.027469,-0.727469252
11.055246,-0.727830234
11.083023,-0.727686046
11.1108,-0.726513246
11.138577,-0.723970889
11.166354,-0.720583717
11.194131,-0.717132902
11.221908,-0.714399656
11.249685,-0.71298266
11.277462,-0.712795343
11.305239,-0.713590354
11.333016,-0.715120318
11.360793,-0.717107162
11.38857,-0.719181338
11.416347,-0.720956334
11.444124,-0.722046277
11.471901,-0.722251053
11.499678,-0.721812867
11.527455,-0.721038351
11.555232,-0.72023309
11.583009,-0.719582226
11.610786,-0.719040026
11.638563,-0.718534647
11.66634,-0.717995483
11.694117,-0.717426373
11.721894,-0.716946762
11.749671,-0.716686063
11.777448,-0.716767058
11.805225,-0.717070012
11.833002,-0.71716875
11.860779,-0.716617457
11.888556,-0.714992326
11.916333,-0.712404306
11.94411,-0.709515545
11.971887,-0.707013483
11.999664,-0.705554419
12.027441,-0.705260335
12.055218,-0.705803816
12.082995,-0.706843458
12.110772,-0.708046185
12.138549,-0.709184119
12.166326,-0.710101444
12.194103,-0.71064375
12.22188,-0.710680773
12.249657,-0.710313269
12.277434,-0.709770393
12.305211,-0.709282676
12.332988,-0.709050033
12.360765,-0.70904602
12.388542,-0.709142712
12.416319,-0.709211703
12.444096,-0.709145831
12.471873,-0.708960948
12.49965,-0.70871707
12.527427,-0.708474274
12.555204,-0.708267619
12.582981,-0.708017849
12.610758,-0.707613073
12.638535,-0.706941398
12.666312,-0.705947247
12.694089,-0.704778786
12.721866,-0.70363024
12.749643,-0.702695771
12.77742,-0.702109266
12.805197,-0.701831362
12.832974,-0.701791766
12.860751,-0.701920158
12.888528,-0.702140383
12.916305,-0.702362862
12.944082,-0.702496135
12.971859,-0.702449289
12.999636,-0.702187141
13.027413,-0.701777794
13.05519,-0.701300552
13.082967,-0.700834053
13.110744,-0.700420291
13.138521,-0.700046195
13.166298,-0.699694159
13.194075,-0.699346686
13.221852,-0.69899003
13.249629,-0.698615039
13.277406,-0.698212839
13.305183,-0.697775852
13.33296,-0.697326229
13.360737,-0.696915788
13.388514,-0.696597633
13.416291,-0.69642138
13.444068,-0.696379799
13.471845,-0.696419375
13.499622,-0.696485244
13.527399,-0.696521758
13.555176,-0.696463782
13.582953,-0.696239888
13.61073,-0.695778539
13.638507,-0.695023652
13.666284,-0.694060918
13.694061,-0.693052209
13.721838,-0.692160129
13.749615,-0.691523547
13.777392,-0.691112676
13.805169,-0.690824699
13.832946,-0.690556506
13.860723,-0.69022201
13.8885,-0.689830002
13.916277,-0.689422136
13.944054,-0.6890401
13.971831,-0.688709657
13.999608,-0.68838646
14.027385,-0.688006871
14.055162,-0.687507259
14.082939,-0.686876696
14.110716,-0.686288023
14.138493,-0.685954101
14.16627,-0.686087656
14.194047,-0.686798907
14.221824,-0.687913864
14.249601,-0.689209684
14.277378,-0.690463561
14.305155,-0.691459536
14.332932,-0.691996871
14.360709,-0.691876878
14.388486,-0.690903344
14.416263,-0.689107925
14.44404,-0.686930533
14.471817,-0.684853534
14.499594,-0.683353426
14.527371,-0.682608798
14.555148,-0.682365148
14.582925,-0.682333873
14.610702,-0.682231403
14.638479,-0.681934372
14.666256,-0.681509127
14.694033,-0.681032998
14.72181,-0.680581108
14.749587,-0.680180793
14.777364,-0.67981322
14.805141,-0.679457668
14.832918,-0.67909432
14.860695,-0.678717378
14.888472,-0.678332096
14.916249,-0.677944025
14.944026,-0.677558367
14.971803,-0.677176274
14.99958,-0.676796299
15.027357,-0.676416954
15.055134,-0.676036883
15.082911,-0.675655882
15.110688,-0.675274345
15.138465,-0.674892673
15.166242,-0.674511219
15.194019,-0.674130007
15.221796,-0.673748924
15.249573,-0.673367857
15.27735,-0.672986713
15.305127,-0.672605509
15.332904,-0.672224295
15.360681,-0.671843125
15.388458,-0.671462028
15.416235,-0.671080933
15.444012,-0.670699746
15.471789,-0.67031837
15.499566,-0.669936793
15.527343,-0.669555288
15.55512,-0.669174185
15.582897,-0.668793814
15.610674,-0.668414128
15.638451,-0.668034065
15.666228,-0.667652399
15.694005,-0.667267911
15.721782,-0.666881076
15.749559,-0.666496005
15.777336,-0.666117279
15.805113,-0.665749386
15.83289,-0.665389389
15.860667,-0.665021477
15.888444,-0.664628558
15.916221,-0.664194219
15.943998,-0.663733971
15.971775,-0.663308229
15.999552,-0.662980786
16.027329,-0.662810918
16.055106,-0.662723322
16.082883,-0.662488404
16.11066,-0.661868094
16.138437,-0.660639704
16.166214,-0.658895301
16.193991,-0.657021423
16.221768,-0.655415929
16.249545,-0.654450664
16.277322,-0.654113404
16.305099,-0.654098909
16.332876,-0.654094552
16.360653,-0.653810723
16.38843,-0.65321169
16.416207,-0.652419227
16.443984,-0.651557467
16.471761,-0.650748319
16.499538,-0.65009491
16.527315,-0.649690941
16.555092,-0.64963004
16.582869,-0.649974104
16.610646,-0.650576511
16.638423,-0.651206468
16.6662,-0.651632945
16.693977,-0.651656663
16.721754,-0.651242449
16.749531,-0.650407996
16.777308,-0.649171022
16.805085,-0.647580555
16.832862,-0.645813614
16.860639,-0.644079917
16.888416,-0.642589178
16.916193,-0.64154589
16.94397,-0.641137627
16.971747,-0.641548544
16.999524,-0.642962316
17.027301,-0.645341653
17.055078,-0.648078831
17.082855,-0.650475307
17.110632,-0.651834739
17.138409,-0.651801803
17.166186,-0.650728031
17.193963,-0.649052755
17.22174,-0.647214413
17.249517,-0.64558484
17.277294,-0.644424265
17.305071,-0.643982264
17.332848,-0.644500837
17.360625,-0.645893655
17.388402,-0.647627348
17.416179,-0.649136507
17.443956,-0.649872059
17.471733,-0.649741664
17.49951,-0.649159943
17.527287,-0.648567922
17.555064,-0.648386407
17.582841,-0.648644515
17.610618,-0.649016565
17.638395,-0.64916406
17.666172,-0.648773921
17.693949,-0.647890644
17.721726,-0.646822774
17.749503,-0.645885032
17.77728,-0.645360846
17.805057,-0.645203339
17.832834,-0.645167413
17.860611,-0.645005272
17.888388,-0.64449963
17.916165,-0.64368049
17.943942,-0.642697837
17.971719,-0.64170245
17.999496,-0.640827583
18.027273,-0.640095705
18.05505,-0.639486115
18.082827,-0.638978019
18.110604,-0.638549339
18.138381,-0.638171631
18.166158,-0.637814474
18.193935,-0.637447445
18.221712,-0.637050514
18.249489,-0.636644584
18.277266,-0.636260635
18.305043,-0.635929644
18.33282,-0.635671987
18.360597,-0.63547495
18.388374,-0.635319375
18.416151,-0.635186096
18.443928,-0.635053491
18.471705,-0.634893812
18.499482,-0.634678376
18.527259,-0.634378696
18.555036,-0.633993448
18.582813,-0.633575702
18.61059,-0.633185019
18.638367,-0.63288032
18.666144,-0.632677261
18.693921,-0.63252137
18.721698,-0.632351772
18.749475,-0.632108573
18.777252,-0.631771402
18.805029,-0.631371972
18.832806,-0.630945551
18.860583,-0.630526684
18.88836,-0.630130928
18.916137,-0.629753429
18.943914,-0.629388328
18.971691,-0.629031665
18.999468,-0.62871434
19.027245,-0.628497822
19.055022,-0.628444617
19.082799,-0.628604565
19.110576,-0.628857571
19.138353,-0.628962097
19.16613,-0.628673976
19.193907,-0.627786462
19.221684,-0.626471088
19.249461,-0.625118948
19.277238,-0.624123832
19.305015,-0.623812677
19.332792,-0.623991943
19.360569,-0.62422409
19.388346,-0.624070178
19.416123,-0.623192178
19.4439,-0.621865919
19.471677,-0.620598061
19.499454,-0.619895682
19.527231,-0.620125016
19.555008,-0.620976867
19.582785,-0.621939809
19.610562,-0.622502382
19.638339,-0.622349957
19.666116,-0.621914896
19.693893,-0.621806736
19.72167,-0.622634756
19.749447,-0.624619226
19.777224,-0.626808884
19.805001,-0.628032818
19.832778,-0.627122697
19.860555,-0.623701434
19.888332,-0.619295404
19.916109,-0.615711395
19.943886,-0.614746259
19.971663,-0.617008556
19.99944,-0.620806345
20.027217,-0.624184397
20.054994,-0.625208244
20.082771,-0.623228461
20.110548,-0.619610439
20.138325,-0.615895606
20.166102,-0.613599617
20.193879,-0.613275938
20.221656,-0.614250632
20.249433,-0.61576996
20.27721,-0.617097068
20.304987,-0.61791266
20.332764,-0.618331905
20.360541,-0.61849024
20.388318,-0.61852096
20.416095,-0.618520058
20.443872,-0.618551856
20.471649,-0.618679669
20.499426,-0.618953528
20.527203,-0.619253387
20.55498,-0.619341568
20.582757,-0.618978047
20.610534,-0.617962426
20.638311,-0.616478098
20.666088,-0.614923868
20.693865,-0.613700929
20.721642,-0.613136935
20.749419,-0.613009529
20.777196,-0.612847265
20.804973,-0.612177462
20.83275,-0.610638308
20.860527,-0.608517083
20.888304,-0.606336582
20.916081,-0.60461993
20.943858,-0.603785191
20.971635,-0.603765059
20.999412,-0.60435216
21.027189,-0.605339104
21.054966,-0.606517309
21.082743,-0.607673835
21.11052,-0.608594741
21.138297,-0.609066187
21.166074,-0.608978026
21.193851,-0.608521302
21.221628,-0.607941434
21.249405,-0.607483475
21.277182,-0.607298349
21.304959,-0.607318338
21.332736,-0.60744475
21.360513,-0.607579199
21.38829,-0.60765549
21.416067,-0.607667674
21.443844,-0.607616418
21.471621,-0.607502036
21.499398,-0.607304803
21.527175,-0.606974608
21.554952,-0.606458798
21.582729,-0.605707399
21.610506,-0.604763597
21.638283,-0.603785616
21.66606,-0.602938794
21.693837,-0.60238358
21.721614,-0.602166418
21.749391,-0.602218902
21.777168,-0.602467567
21.804945,-0.602838281
21.832722,-0.603245884
21.860499,-0.603596154
21.888276,-0.603794599
21.916053,-0.603754121
21.94383,-0.603477996
21.971607,-0.603029986
21.999384,-0.602474964
22.027161,-0.601880256
22.054938,-0.60133599
22.082715,-0.600944664
22.110492,-0.6008089
22.138269,-0.600993482
22.166046,-0.601291204
22.193823,-0.601375888
22.2216,-0.600920851
22.249377,-0.59968222
22.277154,-0.597882838
22.304931,-0.595908911
22.332708,-0.594146819
22.360485,-0.592926337
22.388262,-0.592325288
22.416039,-0.592351419
22.443816,-0.593012473
22.471593,-0.594242998
22.49937,-0.595719595
22.527147,-0.597062067
22.554924,-0.597890434
22.582701,-0.597997438
22.610478,-0.597659758
22.638255,-0.597238184
22.666032,-0.597092286
22.693809,-0.597316952
22.721586,-0.597413272
22.749363,-0.596801483
22.77714,-0.594906805
22.804917,-0.591627141
22.832694,-0.58771564
22.860471,-0.584015482
22.888248,-0.58136057
22.916025,-0.580101991
22.943802,-0.57988216
22.971579,-0.580286947
22.999356,-0.580910372
23.027133,-0.581611202
23.05491,-0.582564689
23.082687,-0.583964689
23.110464,-0.585990357
23.138241,-0.588497452
23.166018,-0.591026287
23.193795,-0.593104068
23.221572,-0.594285855
23.249349,-0.59456503
23.277126,-0.59428374
23.304903,-0.593793782
23.33268,-0.593422626
23.360457,-0.593213495
23.388234,-0.593025555
23.416011,-0.592714875
23.443788,-0.592156076
23.471565,-0.591389001
23.499342,-0.590540174
23.527119,-0.589736886
23.554896,-0.589092537
23.582673,-0.588624546
23.61045,-0.588309786
23.638227,-0.588124989
23.666004,-0.588045559
23.693781,-0.588039716
23.721558,-0.588073249
23.749335,-0.588111949
23.777112,-0.588117149
23.804889,-0.588031067
23.832666,-0.587790799
23.860443,-0.587333451
23.88822,-0.586664273
23.915997,-0.586019994
23.943774,-0.585686439
23.971551,-0.585949154
23.999328,-0.586918816
24.027105,-0.588233416
24.054882,-0.589451859
24.082659,-0.590134037
24.110436,-0.590023171
24.138213,-0.589259769
24.16599,-0.58803632
24.193767,-0.586545102
24.221544,-0.584960345
24.249321,-0.583424704
24.277098,-0.582077648
24.304875,-0.581056781
24.332652,-0.580410185
24.360429,-0.580058789
24.388206,-0.579913839
24.415983,-0.579887222
24.44376,-0.579910396
24.471537,-0.579937464
24.499314,-0.579923794
24.527091,-0.579825097
24.554868,-0.579604263
24.582645,-0.57923096
24.610422,-0.578675119
24.638199,-0.577919031
24.665976,-0.57713006
24.693753,-0.576618115
24.72153,-0.576696777
24.749307,-0.57762878
24.777084,-0.579108762
24.804861,-0.580475477
24.832638,-0.58106221
24.860415,-0.5802991
24.888192,-0.578443865
24.915969,-0.576173894
24.943746,-0.574169852
24.971523,-0.573016924
24.9993,-0.57266569
25.027077,-0.572807915
25.054854,-0.573134598
25.082631,-0.573375438
25.110408,-0.57346235
25.138185,-0.573393086
25.165962,-0.573165435
25.193739,-0.57279284
25.221516,-0.572353425
25.249293,-0.571942018
25.27707,-0.571653438
25.304847,-0.57154719
25.332624,-0.571567154
25.360401,-0.571633583
25.388178,-0.571666768
25.415955,-0.571607074
25.443732,-0.57144722
25.471509,-0.571188353
25.499286,-0.570831758
25.527063,-0.570400725
25.55484,-0.569964621
25.582617,-0.569598602
25.610394,-0.569377127
25.638171,-0.569320998
25.665948,-0.569360232
25.693725,-0.569416068
25.721502,-0.569410616
25.749279,-0.569304271
25.777056,-0.569110071
25.804833,-0.568844875
25.83261,-0.568525456
25.860387,-0.568166084
25.888164,-0.567778223
25.915941,-0.56737319
25.943718,-0.566962325
25.971495,-0.566557415
25.999272,-0.566170656
26.027049,-0.565814259
26.054826,-0.565500511
26.082603,-0.56524277
26.11038,-0.565055193
26.138157,-0.564951958
26.165934,-0.564942691
26.193711,-0.564988366
26.221488,-0.565020479
26.249265,-0.564970111
26.277042,-0.564776449
26.304819,-0.564445168
26.332596,-0.564014524
26.360373,-0.563522998
26.38815,-0.56301161
26.415927,-0.562537625
26.443704,-0.562164699
26.471481,-0.561956505
26.499258,-0.56193961
26.527035,-0.561953828
26.554812,-0.561780349
26.582589,-0.561200338
26.610366,-0.560076824
26.638143,-0.558598752
26.66592,-0.557036171
26.693697,-0.555659099
26.721474,-0.554663015
26.749251,-0.554008115
26.777028,-0.553608282
26.804805,-0.55337738
26.832582,-0.553221442
26.860359,-0.553026781
26.888136,-0.552676656
26.915913,-0.552055189
26.94369,-0.551167819
26.971467,-0.55026543
26.999244,-0.549628527
27.027021,-0.549534625
27.054798,-0.550052522
27.082575,-0.550909448
27.110352,-0.551801031
27.138129,-0.552427116
27.165906,-0.552660676
27.193683,-0.552605015
27.22146,-0.552379391
27.249237,-0.552102731
27.277014,-0.551885071
27.304791,-0.55182681
27.332568,-0.552027862
27.360345,-0.552571289
27.388122,-0.55322595
27.415899,-0.553482541
27.443676,-0.552822147
27.471453,-0.550755713
27.49923,-0.547200191
27.527007,-0.542365488
27.554784,-0.536467998
27.582561,-0.529811823
27.610338,-0.523598897
27.638115,-0.51955737
27.665892,-0.519422059
27.693669,-0.524559328
27.721446,-0.533433338
27.749223,-0.543133943
27.777,-0.550742771
27.804777,-0.553839624
27.832554,-0.55306883
27.860331,-0.550239129
27.888108,-0.54716151
27.915885,-0.545324026
27.943662,-0.544649113
27.971439,-0.544585399
27.999216,-0.544581412
28.026993,-0.544197686
28.05477,-0.543424453
28.082547,-0.542354975
28.110324,-0.541082507
28.138101,-0.539689097
28.165878,-0.538222684
28.193655,-0.53672474
28.221432,-0.535236496
28.249209,-0.533720505
28.276986,-0.531948109
28.304763,-0.529662155
28.33254,-0.526608093
28.360317,-0.522853929
28.388094,-0.519098339
28.415871,-0.516113058
28.443648,-0.514660092
28.471425,-0.514883125
28.499202,-0.515946974
28.526979,-0.516929809
28.554756,-0.516926095
28.582533,-0.515651516
28.61031,-0.513621764
28.638087,-0.511405297
28.665864,-0.509555497
28.693641,-0.508246209
28.721418,-0.507252647
28.749195,-0.506331119
28.776972,-0.505250368
28.804749,-0.503999076
28.832526,-0.502754429
28.860303,-0.501699717
28.88808,-0.500998863
28.915857,-0.500564483
28.943634,-0.500133715
28.971411,-0.499440106
28.999188,-0.498255469
29.026965,-0.496726843
29.054742,-0.495213942
29.082519,-0.494078913
29.110296,-0.493612127
29.138073,-0.493560861
29.16585,-0.493423937
29.193627,-0.49269889
29.221404,-0.490987035
29.249181,-0.488504069
29.276958,-0.485690951
29.304735,-0.482988983
29.332512,-0.480762365
29.360289,-0.479015214
29.388066,-0.477646609
29.415843,-0.476555617
29.44362,-0.475644558
29.471397,-0.474827775
29.499174,-0.47402239
29.526951,-0.473145545
29.554728,-0.472137735
29.582505,-0.471008003
29.610282,-0.469777907
29.638059,-0.468469305
29.665836,-0.467185656
29.693613,-0.466221914
29.72139,-0.465900467
29.749167,-0.46654158
29.776944,-0.468231802
29.804721,-0.470615975
29.832498,-0.473289848
29.860275,-0.47585181
29.888052,-0.47805369
29.915829,-0.479882316
29.943606,-0.48134441
29.971383,-0.482443003
29.99916,-0.48305021
30.026937,-0.482874943
30.054714,-0.481615871
30.082491,-0.47899262
30.110268,-0.475221732
30.138045,-0.471025094
30.165822,-0.467147232
30.193599,-0.464297156
30.221376,-0.462587264
30.249153,-0.461634915
30.27693,-0.46104248
30.304707,-0.460431668
30.332484,-0.459663753
30.360261,-0.45876188
30.388038,-0.457752244
30.415815,-0.456664497
30.443592,-0.455560801
30.471369,-0.454521135
30.499146,-0.453625662
30.526923,-0.452929183
30.5547,-0.452302106
30.582477,-0.451533352
30.610254,-0.450411483
30.638031,-0.448783676
30.665808,-0.446831137
30.693585,-0.444853228
30.721362,-0.44314945
30.749139,-0.441948148
30.776916,-0.44115752
30.804693,-0.440595758
30.83247,-0.44008105
30.860247,-0.43946807
30.888024,-0.43874147
30.915801,-0.437914834
30.943578,-0.437001777
30.971355,-0.436042214
30.999132,-0.435150537
31.026909,-0.434454224
31.054686,-0.434080048
31.082463,-0.433993835
31.11024,-0.433796667
31.138017,-0.433039383
31.165794,-0.431277737
31.193571,-0.428548954
31.221348,-0.42577001
31.249125,-0.42395164
31.276902,-0.424089272
31.304679,-0.426362244
31.332456,-0.429740496
31.360233,-0.433096164
31.38801,-0.435322796
31.415787,-0.436023375
31.443564,-0.435657011
31.471341,-0.434733892
31.499118,-0.433752311
31.526895,-0.432944406
31.554672,-0.432280251
31.582449,-0.431718841
31.610226,-0.431219721
31.638003,-0.430751235
31.66578,-0.430288799
31.693557,-0.429808024
31.721334,-0.429294699
31.749111,-0.428855058
31.776888,-0.428674083
31.804665,-0.428938116
31.832442,-0.429798235
31.860219,-0.431087677
31.887996,-0.432471269
31.915773,-0.4336123
31.94355,-0.434201253
31.971327,-0.434118729
31.999104,-0.433326462
32.026881,-0.431786484
32.054658,-0.429519306
32.082435,-0.426866267
32.110212,-0.424278172
32.137989,-0.422205919
32.165766,-0.420964786
32.193543,-0.420282096
32.22132,-0.419725879
32.249097,-0.418864184
32.276874,-0.417443207
32.304651,-0.415820783
